GB%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,SwStr%,F-Strike%,K%,BB%,Pitches,IP
39.5,30.6,69.4,57.4,85.9,50.7,11.4,64.7,21.4,6.7,2277,146.1
43.4,20.0,70.1,49.2,81.4,49.9,11.6,54.7,21.0,7.3,3290,210
41.2,20.7,68.5,56.7,88.2,47.8,8.5,52.3,16.3,11.2,3567,212.1
50.2,31.8,67.4,62.6,90.8,40.6,9.6,59.2,18.6,9.9,2453,153.1
44.4,34.7,67.8,65.9,88.5,48.1,9.9,67.8,19.7,5.6,3078,198
44.3,24.5,59.8,67.7,89.2,48.6,7.2,54.6,15.6,7.4,3266,198
43.1,29.2,68.5,70.6,88.9,40.7,8.2,58.7,15.6,8.8,2882,169.2
40.4,28.5,66.9,50.0,85.8,55.9,11.5,64.4,27.0,2.6,1569,106
36.5,27.1,67.5,61.4,90.4,53.0,8.3,63.2,17.9,6.3,2249,141.1
38.0,18.2,70.5,50.0,88.3,56.2,8.6,63.8,13.7,5.7,2941,188.1
38.6,30.7,67.8,64.9,86.5,45.3,10.0,63.8,20.9,6.4,2425,155.1
32.1,28.7,62.0,71.3,85.5,46.6,8.6,59.5,20.8,6.6,3212,200
50.3,25.2,58.6,66.0,88.1,47.1,7.8,57.3,20.0,10.5,3442,202.1
49.2,32.1,70.0,66.6,89.0,45.4,9.4,61.4,16.9,5.9,2479,164.2
33.7,23.8,65.6,67.6,87.5,56.0,8.0,61.6,20.5,6.5,3240,207
42.3,27.2,66.1,78.7,92.5,45.1,5.4,53.4,13.7,5.7,3326,209.1
39.3,22.9,71.8,49.0,85.9,57.0,10.8,67.9,18.4,5.8,3413,211.2
47.3,31.4,63.7,59.9,87.6,40.0,10.7,60.4,28.1,6.3,2841,171.2
58.5,31.2,65.4,72.3,90.7,42.5,7.5,55.0,14.3,10.0,2736,171.2
44.9,28.3,61.8,59.6,91.2,46.4,8.6,62.6,18.6,6.3,2753,176.1
38.3,21.5,62.5,62.0,88.6,47.9,7.6,54.4,16.0,10.5,3665,221
38.0,21.3,67.1,63.5,86.2,52.9,8.5,59.4,16.0,7.6,3141,197.1
59.7,23.5,63.3,56.1,92.2,45.5,7.9,51.4,14.5,8.9,1743,108
42.1,30.5,65.3,61.0,87.7,44.7,10.2,60.0,20.8,7.7,2623,166.2
38.7,32.1,68.1,71.2,89.0,44.3,8.5,59.2,21.0,7.8,1963,119.2
52.3,16.9,70.6,48.3,89.2,54.0,8.2,57.5,13.4,9.5,2976,190
53.4,35.2,64.1,66.9,89.1,38.6,9.8,60.8,17.7,7.9,3235,194.2
50.0,26.7,59.5,72.0,90.3,47.1,6.7,59.1,11.7,7.3,3123,204
41.1,25.5,68.0,62.2,88.8,50.3,8.6,59.9,16.5,8.0,3235,206.1
41.5,31.4,71.9,65.0,85.3,40.1,10.9,58.8,26.8,7.4,2386,138.1
46.7,24.4,63.4,55.0,89.8,50.7,8.7,58.3,15.6,7.6,3107,208.2
45.2,27.5,66.9,74.1,91.2,48.2,6.6,59.0,12.0,5.2,3213,213.1
44.8,25.4,61.5,70.6,90.6,48.9,6.6,59.6,13.8,7.0,3407,220.1
43.9,23.8,66.6,58.7,85.9,48.5,9.6,57.0,22.0,9.8,3726,222.2
54.9,28.0,62.1,75.2,93.0,47.6,5.7,59.0,14.5,5.4,2306,152.1
43.0,24.4,62.5,61.2,88.4,41.8,8.5,61.8,24.9,9.3,3203,185
49.5,29.2,64.1,69.0,88.9,44.7,8.2,62.9,17.4,7.4,2909,189.2
34.5,28.9,71.1,67.4,85.0,41.4,9.8,62.1,28.2,9.3,1718,100.2
53.0,17.1,67.1,59.8,89.3,51.4,7.1,52.8,12.0,7.9,3332,210.2
47.4,30.9,63.4,55.4,88.1,41.7,11.1,59.7,22.7,9.4,3596,215.1
43.0,29.1,67.9,72.4,88.8,46.0,7.8,57.1,18.8,7.1,2009,121.2
38.2,29.5,69.0,63.2,87.5,42.9,9.8,63.7,21.2,10.6,2274,133.1
45.5,30.6,63.0,63.2,84.7,44.9,10.5,59.9,22.4,5.4,2290,147.1
45.4,28.5,64.5,61.6,87.0,42.9,9.9,59.9,20.6,9.2,2661,163.2
43.4,26.7,67.7,48.0,88.5,52.8,10.6,60.1,21.1,4.1,3177,215
40.2,31.3,62.1,71.3,87.9,44.1,8.3,60.2,15.9,6.2,3354,217.1
42.1,21.1,67.7,65.6,88.0,51.3,7.6,58.6,15.7,8.5,2471,156.1
47.2,24.6,64.5,62.4,87.6,51.2,8.6,63.7,22.5,6.2,3367,212.1
35.4,20.7,60.2,54.8,87.7,47.4,8.4,50.3,21.3,15.4,2668,147
40.7,30.3,65.1,56.2,82.8,47.4,12.3,58.9,27.3,7.6,3054,186.2
44.2,35.4,70.8,61.1,86.6,45.8,11.8,64.8,20.9,6.2,2169,144.2
40.9,23.2,66.6,54.7,87.1,48.2,9.6,54.9,17.9,9.3,3804,228.1
46.4,31.4,65.5,67.1,85.2,47.6,10.0,65.7,20.4,5.9,3057,195.2
49.6,28.2,61.3,70.4,90.5,43.1,7.3,56.5,17.4,7.4,2993,181.2
47.7,31.4,64.0,70.9,90.3,42.2,7.9,57.9,17.0,5.5,2552,167.2
47.8,28.8,68.4,61.7,83.6,45.8,11.1,53.9,27.6,10.8,2404,137.1
37.6,29.1,69.0,63.1,83.6,44.0,11.0,60.0,23.1,5.7,1995,128
47.1,23.3,66.7,72.6,92.5,53.1,5.6,61.3,9.8,5.0,1750,121
36.9,19.3,69.8,52.3,88.2,55.3,8.7,62.9,17.6,6.8,3523,242
48.8,22.8,66.0,44.5,89.7,52.0,9.6,59.8,15.5,6.4,3395,228
47.5,21.9,67.2,57.8,88.7,50.9,8.4,55.2,16.4,8.5,3615,223.1
40.8,21.1,65.2,70.4,92.0,54.3,5.7,60.8,11.3,6.4,2603,165
57.2,26.9,66.7,70.0,88.7,44.0,7.8,54.7,17.5,10.5,2546,158
37.3,27.9,65.4,73.5,89.9,54.1,7.0,67.5,16.0,3.6,2273,151
37.6,24.2,69.2,68.0,87.6,51.4,8.2,61.4,16.2,5.8,3641,220.2
45.6,30.5,68.0,65.7,90.6,47.9,8.5,60.3,19.4,7.1,1939,116
43.4,32.3,62.2,76.8,89.9,44.8,6.9,63.1,13.8,6.7,3257,215.2
39.8,35.0,71.0,56.5,85.0,45.8,13.1,68.6,21.4,4.5,2476,160
40.7,33.2,65.5,55.9,86.3,42.3,12.2,59.9,22.2,7.9,2527,155.1
51.9,21.9,66.8,73.2,93.4,51.7,5.0,61.6,10.2,7.8,3120,206.1
42.1,18.6,69.4,62.7,87.3,53.7,7.9,54.7,15.5,7.8,3312,201.2
65.0,25.1,61.4,53.2,90.5,49.6,8.8,58.6,17.7,7.1,3020,199.1
36.4,24.5,67.1,70.9,87.9,52.4,7.6,62.1,13.8,7.1,2142,136.2
43.1,25.9,63.2,62.1,88.7,44.4,8.6,59.5,19.9,8.3,2117,132
48.8,23.9,66.9,67.9,87.4,53.3,8.1,61.3,16.2,5.0,3689,245.1
45.4,33.4,65.7,66.6,85.9,44.4,10.3,62.2,19.9,6.2,3241,203.2
47.2,19.2,68.7,47.3,89.8,55.8,8.4,63.2,13.9,4.9,2873,192
39.0,30.5,64.2,66.7,86.9,44.0,9.4,59.1,22.6,7.8,2388,145.2
49.1,25.4,61.2,63.8,89.6,46.0,7.9,58.7,20.0,9.4,2937,180.1
46.5,34.1,65.7,69.7,89.3,40.3,9.0,63.5,17.2,7.3,2511,159.1
38.2,22.1,67.4,57.1,81.9,53.7,11.0,56.3,25.1,6.8,3488,217
49.2,34.1,68.6,73.1,92.4,43.7,7.4,62.8,15.0,4.8,2284,154.2
47.0,36.5,69.2,58.0,83.8,40.0,13.7,65.4,25.1,6.2,1849,120
46.6,16.5,67.2,59.0,89.7,58.5,6.8,61.0,16.5,5.6,2784,175.1
36.0,17.6,71.7,63.2,87.2,62.6,8.2,66.6,13.8,4.1,3220,228.1
46.2,30.0,63.4,57.0,82.6,43.3,12.1,58.5,27.1,10.9,3166,191.1
50.2,26.7,63.5,71.6,89.5,43.7,7.2,57.3,15.2,6.7,3089,191.1
48.9,29.9,65.2,73.8,90.4,43.5,7.1,60.8,13.5,6.0,1771,108.1
39.6,11.7,65.3,43.8,86.9,56.6,7.7,55.7,15.7,8.1,2397,161.1
41.9,31.2,69.2,74.9,84.9,47.5,9.1,58.9,14.3,6.9,3264,214.1
50.5,29.8,66.9,68.7,85.7,41.7,9.4,58.0,16.2,7.3,1962,131.1
40.5,34.4,63.2,64.1,87.6,45.5,10.2,63.8,21.7,5.4,3749,235
54.2,25.3,63.6,66.3,90.4,47.7,7.4,57.3,15.0,9.2,2946,182
47.3,30.7,63.4,62.5,87.8,44.7,9.8,62.5,22.6,7.6,1699,103.2
50.1,31.7,64.0,65.2,86.7,44.1,9.9,60.9,19.8,8.5,2910,179.2
39.5,29.9,73.2,62.6,82.6,50.9,11.9,62.2,18.4,5.1,3558,230.1
45.6,23.6,63.0,51.4,87.8,53.0,9.5,61.7,22.7,7.6,3216,198
44.8,21.9,66.5,57.1,89.7,51.3,8.0,58.6,17.1,7.7,3172,198
37.0,23.2,68.0,55.7,84.4,51.6,10.4,56.3,22.2,9.3,3270,191
45.2,35.8,64.0,74.3,85.7,42.7,9.2,66.7,21.3,4.8,2205,142.2
47.2,25.1,64.9,64.8,89.9,48.1,7.7,55.0,16.3,9.1,3018,188.2
44.4,25.9,70.7,42.8,87.4,48.9,11.9,57.3,21.6,6.6,3458,211.2
35.6,25.1,62.7,66.5,86.9,52.3,8.3,60.3,16.6,6.5,2734,161
40.2,28.9,66.8,55.2,86.7,53.7,10.7,63.9,22.2,5.7,2900,184
35.8,29.7,67.8,72.1,90.3,43.2,7.6,58.0,17.5,7.4,3281,204.2
46.8,13.7,68.3,52.8,88.9,56.3,7.1,60.1,13.9,8.4,2739,181.2
37.9,30.7,60.5,66.2,86.9,50.4,9.1,64.3,16.3,5.8,2492,158.2
44.9,31.7,66.5,56.3,84.4,39.5,12.4,60.6,25.1,9.4,3336,202.1
33.1,20.3,68.1,55.8,89.2,51.2,8.2,56.1,14.5,10.3,2727,156.1
41.6,34.1,62.4,75.1,88.1,37.1,8.1,63.9,16.8,6.6,2067,128.2
35.3,18.2,66.1,55.4,86.8,52.0,8.4,59.3,16.6,8.1,3177,188.1
53.7,31.2,67.0,68.3,89.9,46.9,8.4,63.3,16.6,4.7,2779,186
48.2,20.7,70.3,55.6,89.2,52.9,8.3,52.2,15.0,7.9,1653,103.1
53.7,34.6,64.2,54.7,88.9,45.8,11.7,63.7,19.0,5.8,1757,121.2
35.1,28.1,62.5,57.7,91.8,46.9,8.7,63.3,17.7,7.7,3561,222.2
40.6,24.9,66.6,60.3,90.6,49.0,8.1,56.8,15.0,7.3,2693,176.2
44.9,24.2,60.0,70.4,90.8,49.6,6.3,61.4,12.5,12.5,2558,156
36.0,22.8,67.4,58.4,85.0,56.2,9.8,58.9,22.5,7.8,3070,195
34.7,30.2,69.3,72.2,85.0,42.0,9.2,63.6,20.0,9.1,2222,135.1
60.8,25.7,63.4,47.4,88.9,52.7,10.1,63.0,20.4,6.6,3005,190.1
42.4,17.0,68.7,51.9,86.9,54.1,8.7,57.2,18.4,7.1,2079,126
54.8,32.2,63.5,51.3,84.1,41.0,13.4,59.4,26.5,9.6,2083,126
42.8,20.9,70.2,43.3,80.7,51.8,12.7,58.1,21.8,8.7,3431,208.1
50.5,24.2,59.9,68.3,91.5,44.8,6.4,55.1,13.7,10.9,1919,121.1
40.4,34.4,63.9,76.1,91.2,40.1,7.2,61.8,15.3,4.7,3234,203.2
54.4,22.3,68.8,73.4,87.9,46.6,7.0,58.1,12.3,9.1,1826,116.2
40.5,23.5,66.1,66.4,90.4,51.6,7.1,57.7,16.3,7.7,2890,180.2
36.2,25.0,67.7,62.0,84.7,60.9,10.0,68.9,16.4,3.9,1666,114.1
36.3,24.1,63.8,51.1,85.0,49.2,10.6,59.7,20.3,10.8,1902,114.1
40.1,28.7,68.0,57.0,87.2,44.0,10.7,62.1,19.3,6.8,1702,109.2
50.8,32.1,62.0,68.0,89.3,44.4,8.6,64.1,22.1,6.3,3091,198.2
39.7,22.7,66.8,59.9,88.8,47.1,8.3,56.0,22.0,9.2,3421,203
42.7,32.0,65.0,56.5,86.2,43.1,11.8,62.7,21.9,7.7,2987,196
51.3,30.2,60.8,68.8,89.7,42.9,8.1,63.1,22.6,5.8,2793,180
53.0,27.2,59.9,63.9,87.1,43.2,8.9,56.6,18.9,8.6,2792,177.2
46.9,24.6,61.6,63.8,92.1,53.9,6.7,60.1,14.7,4.2,3481,230
46.8,23.5,66.5,59.0,86.0,49.3,9.5,57.7,19.1,10.9,3692,216.1
46.4,28.8,62.5,67.4,89.8,47.1,8.0,57.9,19.2,8.0,3206,198
54.2,26.9,65.6,72.7,89.8,45.3,7.0,55.4,12.4,7.2,2726,170.2
50.7,25.6,67.5,55.3,90.8,54.2,8.6,61.9,13.8,3.7,2935,218.1
21.7,29.9,65.5,66.1,85.4,47.6,9.8,60.6,21.4,11.1,1743,102.1
36.4,32.5,65.7,60.1,86.4,43.3,11.2,59.8,19.4,8.9,2465,152.1
42.3,33.0,61.5,73.4,91.3,41.4,7.4,60.4,13.8,8.2,2119,125
50.8,28.2,64.8,66.1,90.1,45.6,8.1,64.0,17.7,7.2,1590,100
53.8,24.3,72.0,55.9,87.3,45.4,10.1,54.3,15.8,9.5,1541,100
55.9,22.8,68.9,74.4,92.7,54.7,5.4,60.1,10.8,5.4,3072,211.1
45.5,30.3,63.4,72.5,86.5,41.5,8.4,61.6,19.8,5.6,2588,163.1
58.1,31.2,67.8,70.6,91.7,41.3,7.7,60.6,14.1,6.9,2678,174.2
33.6,31.7,66.3,72.3,87.2,51.0,8.6,61.4,19.8,6.4,3028,192.2
39.8,29.9,68.0,56.7,89.2,55.0,9.9,67.8,21.9,3.4,3246,204
43.1,28.8,69.9,64.0,87.5,43.6,9.7,63.3,23.1,8.9,3351,201.2
34.6,18.3,66.8,69.6,84.8,56.5,8.2,65.8,16.7,4.3,2282,145
55.8,31.4,65.6,62.8,90.0,45.0,9.3,64.6,17.8,6.7,2006,131.1
41.2,31.6,65.5,66.1,87.4,42.2,9.7,60.4,16.4,7.7,2994,197
38.1,28.3,66.8,65.5,86.0,43.4,9.6,54.6,19.8,11.4,2884,172
39.2,24.1,67.0,59.2,86.1,51.4,9.5,58.8,20.7,8.2,3555,210.1
50.7,23.7,64.8,50.4,90.0,51.1,9.0,60.1,20.5,6.8,2171,135.2
39.6,17.4,62.4,54.3,91.4,54.0,6.5,56.7,13.8,7.9,4009,246.1
39.1,19.0,65.7,48.7,89.3,50.6,8.4,52.3,17.4,11.8,3246,180.2
36.1,25.5,68.5,70.1,85.7,57.7,8.9,67.2,18.8,3.7,2516,160.1
44.4,22.8,71.4,50.3,83.9,50.7,11.4,58.0,20.8,10.1,3154,189.2
37.7,23.2,68.3,51.2,85.9,50.3,10.4,59.8,18.6,9.6,3641,219
54.4,22.6,65.8,55.1,88.0,48.9,9.0,56.8,19.8,11.9,3350,198.2
56.2,25.0,62.5,65.9,89.7,42.6,7.6,59.8,16.0,10.2,2373,146.2
43.7,32.9,70.6,66.7,81.6,47.2,11.9,64.9,24.0,5.3,3595,230
53.8,30.1,65.7,72.9,93.4,46.7,6.4,62.9,11.8,4.6,3166,218.2
47.6,33.6,69.6,65.7,85.7,43.3,10.8,57.3,18.9,6.0,2456,151
38.4,27.8,64.7,74.3,87.7,41.3,7.5,62.1,19.4,7.4,3058,184.2
58.8,29.3,65.3,68.6,88.4,39.1,8.4,54.0,16.5,7.4,3166,193.2
42.8,14.5,67.7,67.3,86.9,54.9,7.0,61.1,13.3,9.4,3348,202.2
40.0,11.7,69.2,54.2,88.2,56.4,6.9,58.5,11.6,11.6,2102,128.1
44.1,30.0,65.7,74.7,89.2,43.4,7.4,60.2,16.5,7.5,2120,137.1
47.0,23.7,63.0,45.7,87.1,50.8,10.4,59.1,24.3,10.5,2387,146.1
44.2,29.6,60.9,81.1,91.5,44.9,5.4,65.0,19.5,5.8,2542,164.1
48.4,20.1,69.2,55.1,89.7,50.1,8.1,53.4,12.8,9.2,2842,182.1
40.9,31.1,66.9,65.9,87.7,41.7,9.5,61.7,17.9,7.9,1678,108
40.0,19.2,66.4,61.4,88.6,52.6,7.5,63.0,20.6,9.4,2464,141.2
39.0,31.0,68.5,67.0,84.0,48.3,10.5,63.2,22.4,5.3,1864,114.2
37.7,30.3,68.4,66.9,89.7,43.7,8.7,63.3,20.8,7.2,2922,184.1
45.8,32.9,68.6,57.7,85.4,41.4,12.3,59.7,23.0,8.1,2267,139.1
40.2,16.1,64.2,66.0,89.3,57.5,6.2,61.7,16.4,7.2,3427,220
39.3,19.2,67.5,56.7,84.7,54.9,9.4,60.4,18.2,7.3,3487,222
39.9,30.5,67.5,65.6,86.9,44.3,9.7,63.4,21.6,8.2,1892,114.1
45.7,27.6,67.7,73.5,90.0,47.5,7.0,60.8,12.4,6.9,3255,204
44.3,22.0,64.0,62.4,90.4,48.6,7.2,53.3,19.1,12.1,1821,105.1
41.5,32.1,62.8,74.7,90.6,42.8,7.1,62.0,18.7,4.6,3096,186
37.1,31.3,69.0,73.5,85.5,47.1,9.1,59.8,18.8,7.0,3137,192.2
52.2,23.2,67.2,41.9,89.7,53.1,10.1,58.4,20.1,5.6,3387,208.1
37.3,32.5,68.5,70.1,84.1,45.8,10.2,65.3,20.8,6.1,3380,208.1
41.7,15.8,70.5,48.4,89.2,53.7,7.8,60.7,12.0,9.0,2184,143.1
35.7,22.1,67.7,61.3,81.3,53.2,10.7,59.0,27.3,9.4,2060,118.2
36.3,18.8,70.2,52.2,89.0,58.5,8.3,62.6,13.1,4.4,1749,118.2
40.2,31.0,61.8,70.7,87.0,40.8,8.6,61.5,16.9,7.1,2386,150
44.7,18.2,72.1,68.0,84.2,56.3,8.9,63.3,16.4,7.2,3126,197
50.8,19.6,69.1,57.1,85.0,57.7,9.5,63.4,17.3,3.8,2924,212.2
35.9,32.2,69.5,68.2,84.2,48.0,10.5,61.2,21.9,8.9,1951,109.2
63.9,16.7,73.2,58.0,93.9,54.9,5.6,54.7,9.7,6.6,1597,116.1
47.8,30.5,64.9,54.3,84.7,43.2,12.2,58.6,27.4,7.9,3409,201.1
39.9,26.3,65.7,55.0,86.8,53.7,10.1,62.9,18.6,5.0,3379,221.1
45.7,25.1,65.4,76.1,92.4,51.3,5.5,60.3,11.1,4.7,3102,205.2
40.8,25.2,63.5,59.9,88.0,54.3,8.7,63.5,23.7,4.7,2688,174.1
58.8,32.4,58.0,70.6,90.2,43.9,7.8,62.0,18.6,7.0,2169,136.1
49.5,22.0,69.3,48.3,86.5,53.6,10.3,60.2,19.6,7.5,3152,196.2
34.8,18.6,67.9,61.4,81.4,58.8,10.4,65.1,20.4,6.2,1894,120.2
36.2,32.4,68.4,69.0,83.2,41.4,10.5,53.9,21.3,7.4,1701,105
41.3,25.4,66.6,59.5,87.9,50.6,9.1,63.1,18.6,6.2,2813,178.2
37.9,23.5,62.6,69.0,86.7,52.1,7.7,59.8,18.8,9.9,3204,192
47.3,32.2,67.9,53.3,87.4,41.4,12.3,62.0,21.3,7.3,2968,189.2
50.4,31.8,66.0,57.2,88.4,43.1,11.1,62.5,21.6,7.4,3084,189.2
39.8,18.6,68.9,67.1,90.0,51.9,6.6,56.4,12.6,10.4,1906,109.1
45.3,29.8,64.3,53.1,89.2,43.8,10.8,59.7,21.8,10.5,3250,196.1
44.8,24.1,64.4,43.4,87.7,49.5,10.8,56.2,21.8,9.9,2880,180.2
46.0,31.7,58.1,69.5,85.7,43.4,9.1,63.2,20.0,5.9,2391,151.2
37.2,34.0,63.8,72.9,86.0,40.5,9.1,63.9,19.5,5.4,1845,122.2
41.9,17.9,69.0,68.1,89.2,54.6,6.7,59.5,13.1,7.8,3171,194
43.9,30.4,64.7,61.6,85.4,36.7,10.8,53.8,21.8,10.8,2278,129.1
44.1,28.9,65.7,60.8,86.7,45.9,10.1,54.3,23.5,7.6,2795,165
42.2,36.1,69.7,74.6,89.4,51.7,8.2,72.8,14.1,2.8,2936,200.2
49.4,26.2,65.6,77.2,90.8,44.7,6.0,61.3,15.1,8.7,1674,100.1
39.5,28.0,68.1,59.8,85.1,43.7,10.8,57.3,20.3,8.7,3275,200.2
35.6,26.3,64.2,71.7,87.1,44.7,7.8,55.3,15.0,7.1,1738,107
42.9,28.0,63.8,81.3,92.1,47.2,5.1,62.1,12.3,6.5,3370,211.2
55.6,23.5,63.9,63.4,92.3,49.1,6.7,55.2,12.5,8.7,3247,216
39.8,26.1,72.4,65.2,91.1,50.8,7.7,61.4,12.7,7.1,2824,180.1
42.8,21.7,62.8,50.8,90.6,49.5,8.3,58.6,21.8,10.8,3462,207
40.9,30.2,68.4,68.2,84.1,47.5,10.2,61.0,24.1,7.0,2742,158
45.1,29.9,70.1,67.2,86.5,47.3,9.5,62.8,19.2,7.0,2913,184.2
50.0,28.1,63.7,64.4,92.4,45.9,7.6,59.2,15.3,7.6,1898,115.2
40.8,22.8,69.5,50.0,87.3,54.2,10.1,61.9,20.5,5.4,3353,215.2
44.9,27.2,67.9,71.2,91.7,55.4,6.6,63.6,11.7,4.7,2884,193.1
52.6,37.2,65.0,71.1,89.4,47.8,8.9,67.5,20.9,4.0,3044,200
41.8,30.5,66.3,69.4,88.7,40.7,8.6,61.3,19.7,7.4,2497,153.1
49.7,30.7,65.5,66.4,91.4,45.5,8.2,58.3,18.1,8.8,1764,117.2
52.3,24.1,64.3,66.7,89.7,37.1,7.5,53.7,13.9,13.1,1912,117.2
47.7,23.3,64.8,54.2,90.7,51.1,8.3,60.6,15.4,7.5,3395,215.1
40.6,23.8,62.8,58.9,90.0,49.6,8.0,60.6,19.5,7.1,3251,195.1
50.9,25.9,62.2,59.6,92.5,50.1,7.5,58.5,20.4,6.1,2816,175.1
47.7,31.0,66.8,73.7,91.6,46.5,7.0,58.6,11.9,5.5,3072,213
46.0,29.9,62.6,71.4,90.2,45.0,7.4,60.8,18.4,6.5,2150,135.1
44.3,28.0,65.2,55.4,88.6,45.7,10.1,60.0,20.5,7.4,2981,193
40.0,29.7,65.2,63.2,85.3,42.9,10.3,58.0,19.7,7.6,1985,128.2
35.1,20.8,68.2,59.3,82.8,51.9,10.2,57.3,19.9,10.5,3306,197.1
38.8,23.1,66.4,62.2,88.7,48.8,8.1,56.7,14.6,8.8,1968,113
39.4,28.1,66.4,61.6,81.8,45.9,11.4,58.0,26.1,9.6,2071,124
48.5,23.7,64.2,43.0,88.6,49.4,10.4,59.3,24.1,9.0,3650,221.1
44.9,18.1,70.8,54.1,85.9,58.3,9.2,63.8,13.3,4.8,2411,170.1
43.1,28.3,67.2,72.6,92.4,43.7,6.6,56.8,15.0,5.2,2709,174.2
46.6,27.9,62.6,53.3,84.6,48.3,11.3,56.5,20.0,6.5,1791,108.1
31.4,26.4,68.3,64.5,89.3,46.3,8.5,59.8,16.6,9.3,1771,108.1
48.0,28.6,68.6,66.5,89.9,45.3,8.4,60.9,18.2,8.1,2423,150.1
39.2,26.3,66.6,73.6,91.3,47.5,6.4,58.7,15.7,8.6,2789,168
34.4,29.4,69.1,76.1,87.1,47.3,7.9,58.9,18.2,6.8,2192,137
42.0,31.2,68.0,54.8,81.6,44.7,13.4,62.3,29.2,7.0,3406,201
37.0,17.0,68.3,60.5,85.1,49.6,8.4,52.4,16.4,12.2,2073,117
52.2,29.2,65.1,56.5,88.4,44.4,10.4,59.7,22.5,8.4,2651,163.1
48.2,30.1,66.3,44.7,89.2,49.5,11.9,60.5,22.4,7.1,3285,214
38.9,25.0,66.6,46.7,81.0,52.8,12.9,55.2,26.0,8.6,2178,132.1
46.8,24.5,64.4,72.3,90.2,45.2,6.5,57.5,14.3,8.2,3179,189.2
44.2,22.6,73.0,51.6,84.9,51.0,11.0,57.4,18.5,8.6,3056,183
38.8,28.3,68.3,75.4,85.4,47.7,8.4,57.0,17.4,9.0,2360,136.2
49.9,28.4,63.0,61.9,88.1,44.6,9.2,59.8,18.9,7.3,3020,187.1
46.0,27.5,64.2,69.5,90.7,44.6,7.3,58.5,17.1,9.6,2976,187.1
38.2,29.0,67.0,65.2,84.0,46.5,10.4,61.8,21.2,8.6,3285,198.1
53.0,26.4,66.8,50.4,87.3,47.7,10.8,56.9,20.4,8.7,2702,169.2
37.8,28.6,66.3,46.6,76.9,47.8,15.3,54.7,28.1,11.0,2494,141
37.0,18.8,63.1,63.3,90.6,53.0,6.5,60.7,14.8,8.6,2566,160.2
33.6,25.7,65.3,62.2,84.8,54.7,9.8,62.7,21.4,7.4,3240,204.2
46.2,19.5,72.5,46.0,85.9,54.1,10.4,59.5,16.3,8.6,2774,176
46.4,20.9,69.2,58.2,88.9,52.9,8.2,53.2,15.1,6.4,2045,132
39.3,30.3,62.1,79.3,92.2,49.5,5.6,65.8,17.9,3.6,3011,202.1
40.3,21.6,65.7,44.8,82.5,54.9,11.8,58.3,19.4,8.1,3176,202.1
38.0,29.8,69.3,52.0,84.9,50.1,12.2,61.7,25.4,7.3,3354,202.1
40.8,30.6,64.8,63.8,86.8,43.2,9.9,58.0,19.7,11.3,2325,136.1
47.7,29.8,67.5,66.7,86.5,44.9,9.6,59.5,16.0,7.2,1661,107.2
36.7,16.9,75.3,45.2,79.7,55.1,12.5,58.2,24.9,9.7,1787,107.2
53.9,26.0,69.5,70.8,89.2,43.6,7.5,54.8,15.6,9.2,2573,156
37.7,25.3,67.1,69.8,89.1,53.5,7.4,60.2,13.5,7.0,1738,112
49.7,32.2,62.9,70.9,90.0,41.7,8.0,55.8,14.5,10.1,2737,164.2
51.6,30.0,68.0,63.8,87.7,41.7,9.8,54.7,18.1,8.7,3067,184.1
50.3,35.0,62.7,65.0,86.7,39.8,10.7,59.6,21.0,6.3,1752,109.2
47.1,30.7,54.1,82.9,92.9,50.2,4.4,64.0,12.9,4.4,2700,171
52.5,26.4,67.3,38.5,85.5,49.0,13.1,58.9,20.1,9.3,3148,201.2
49.1,27.4,59.9,66.8,88.8,43.5,8.0,60.6,21.2,8.6,3060,184
48.6,22.2,65.4,51.1,90.9,57.9,8.0,63.5,14.3,4.5,2875,192.2
50.6,32.2,64.2,64.2,87.3,45.1,10.0,60.8,19.7,8.6,2791,177.1
56.3,21.1,66.5,51.9,92.1,51.5,7.6,54.6,10.6,9.0,2081,131.1
47.3,22.9,73.7,58.0,87.9,54.8,9.2,57.0,13.4,5.8,1871,131.1
52.1,27.7,64.1,68.3,90.9,46.2,7.4,64.6,13.7,6.0,2832,186
42.0,32.8,67.3,61.3,85.3,42.6,11.5,64.0,22.8,6.4,2139,140
39.4,24.7,71.5,52.8,83.8,50.0,11.6,58.8,18.9,9.9,3223,194.2
35.4,25.6,63.7,70.2,87.0,45.9,7.9,58.7,19.9,7.7,2863,179.1
40.8,33.3,65.8,71.0,91.1,47.6,7.8,64.2,17.6,5.5,2981,199
43.1,23.1,65.1,64.4,90.3,45.4,7.3,56.5,16.4,11.6,3470,203.1
45.2,27.8,65.8,49.9,92.2,51.8,9.3,59.8,18.9,4.8,3487,223
39.1,15.7,71.9,51.6,82.5,53.6,10.2,57.1,17.7,9.2,3105,188
45.2,14.7,66.9,57.6,89.0,51.9,6.8,55.6,14.8,9.5,3242,196.2
43.3,27.3,68.5,67.8,85.7,53.9,9.2,65.3,18.2,5.6,2784,181.1
57.9,20.9,69.3,64.8,93.9,53.8,5.6,61.3,8.7,6.3,2407,166
46.8,23.4,63.5,66.7,93.2,50.4,6.0,58.7,12.4,8.2,3067,190
41.8,23.7,70.6,63.7,81.3,49.5,10.8,61.3,23.5,8.5,3073,170.1
