GB%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,SwStr%,F-Strike%,K%,BB%,Pitches,IP
41.3,16.0,72.1,60.3,84.0,52.2,9.1,52.7,15.6,9.8,2343,139.2
41.8,25.8,59.8,75.0,91.9,43.4,5.8,52.5,10.4,7.5,3341,200.1
33.4,20.7,70.2,56.3,85.8,53.2,9.5,58.3,17.9,8.8,1893,115.1
37.5,30.5,70.6,58.7,84.9,46.0,11.7,64.6,22.6,8.3,2366,147.2
48.2,22.8,67.1,60.2,93.1,60.7,6.4,65.4,13.7,2.7,2775,184
36.3,30.7,68.5,77.9,92.8,44.0,6.0,59.1,13.2,7.9,2952,184
50.2,27.8,64.1,59.4,89.6,45.0,9.2,55.9,17.7,9.6,3048,186
28.3,27.8,66.4,77.6,90.2,50.8,6.4,65.4,17.5,4.4,2580,155.2
42.3,29.6,62.8,62.6,84.7,42.1,10.5,60.1,18.0,9.3,2641,161.2
49.2,20.8,57.6,62.5,91.6,52.7,6.2,62.0,13.8,7.1,2130,133.1
39.2,28.7,67.1,64.5,88.3,45.5,9.1,60.5,20.4,6.2,2089,135.1
42.1,27.9,68.8,68.2,81.9,48.6,10.6,62.1,17.3,8.7,2742,169.2
45.7,29.2,64.3,63.5,86.2,47.1,9.7,58.1,22.2,9.2,2415,139.1
49.2,15.5,68.2,61.5,87.0,56.1,7.6,63.9,15.6,6.6,1801,105
47.7,29.6,64.8,70.9,90.1,45.9,7.6,61.4,17.5,6.2,3348,216
41.6,28.3,67.0,67.5,88.1,49.0,8.5,60.4,21.5,8.6,1934,109
48.4,23.6,65.6,76.0,89.0,49.1,6.4,56.3,15.3,8.5,2447,147.1
52.6,23.1,68.4,62.8,89.1,46.6,8.0,56.4,11.5,10.0,1893,115
48.8,30.3,61.5,67.8,90.0,40.7,8.3,61.4,17.7,7.7,3194,193.2
47.0,15.6,73.3,50.7,90.1,53.1,7.5,53.9,10.8,7.8,1885,123
42.4,29.2,67.5,75.3,91.7,37.5,6.6,58.2,13.2,6.1,2688,175.1
54.4,33.1,65.4,68.5,90.3,39.3,8.8,57.2,14.1,7.5,2800,179.1
53.5,25.2,61.8,51.9,92.6,45.6,8.7,58.2,18.7,10.4,1723,100.2
65.9,19.5,67.2,46.8,93.9,51.8,7.1,61.9,12.4,8.1,3137,203.1
43.7,25.5,64.5,71.6,93.7,43.9,5.9,60.5,13.0,7.3,3315,203.1
49.4,28.9,68.2,55.9,87.7,46.1,10.6,57.1,20.1,8.7,3358,209.1
51.3,22.1,63.2,63.1,93.5,52.1,6.0,57.9,12.5,7.3,3276,215.1
42.8,28.9,65.4,74.3,85.3,47.8,8.4,59.1,14.6,8.4,1701,108.2
37.5,26.7,65.3,68.7,86.7,49.9,8.5,58.0,14.4,8.5,1824,112.2
46.6,31.8,65.0,65.6,90.4,47.1,8.6,62.6,15.0,5.7,2972,191
47.7,13.9,69.0,59.3,88.2,57.3,7.1,60.0,10.8,6.7,1990,128.2
36.3,24.5,66.7,51.7,83.7,54.1,11.3,62.4,24.9,7.1,2112,132.2
37.2,21.6,68.8,66.8,84.5,49.9,8.9,57.6,17.6,8.8,3688,213
42.2,28.1,66.3,68.8,86.4,46.1,8.9,62.7,18.5,5.8,2771,168.2
39.8,29.8,64.4,64.0,88.3,41.4,9.3,62.8,21.2,9.3,2916,174.2
36.1,33.6,69.7,62.6,87.4,42.8,11.0,59.3,23.4,7.6,3051,184.2
43.1,23.6,66.8,61.1,87.1,48.7,8.9,56.6,19.2,10.4,3297,186.2
39.8,21.6,68.7,58.3,88.5,55.7,8.3,62.2,13.9,6.9,3079,190.2
49.6,24.4,64.5,52.2,88.4,51.9,9.5,59.8,14.4,7.7,2931,196.2
61.7,21.9,68.3,56.2,93.4,53.7,6.8,62.1,13.3,6.3,3210,210.2
49.1,26.8,62.8,70.8,88.4,39.1,7.6,54.7,16.1,12.7,2294,132.1
45.7,18.7,70.8,55.4,89.9,58.2,7.6,62.1,13.0,5.0,2138,136.1
38.3,19.2,67.9,64.7,90.3,51.1,6.7,56.6,13.4,9.1,2359,140.1
37.3,28.2,67.3,71.2,91.9,45.3,6.9,59.5,12.0,8.3,2323,144.1
40.4,29.2,64.6,59.2,84.2,42.8,11.1,53.3,28.3,10.5,2523,146.1
53.5,29.2,62.0,78.9,94.2,45.3,4.9,58.1,11.3,8.1,2429,148.1
44.7,34.6,65.6,66.7,85.3,42.1,10.7,65.8,20.4,5.6,2388,156.1
51.0,29.3,65.6,69.0,86.2,43.0,9.0,62.5,17.5,8.2,2780,168.1
35.6,33.1,69.9,67.1,87.5,50.8,9.8,63.0,20.4,5.9,2673,170.1
40.0,30.6,66.8,69.2,86.0,44.1,9.4,63.8,18.6,8.9,3074,188.1
46.0,19.2,70.7,58.5,84.8,55.6,9.4,60.2,14.5,6.9,3072,204.1
39.4,28.6,73.3,63.3,88.2,55.4,9.5,68.8,13.5,3.2,3130,212.1
44.1,22.2,68.7,61.8,87.3,54.0,8.6,60.4,17.9,8.0,3283,200
41.8,22.4,60.8,82.6,91.7,50.3,4.5,64.7,16.0,6.9,1858,112
52.1,32.0,69.2,73.3,87.8,40.2,8.5,59.4,18.9,6.8,2233,138
45.6,34.0,68.9,67.9,85.5,44.8,10.5,62.2,19.8,8.1,1806,112
43.5,30.2,67.0,69.0,83.3,44.9,10.1,63.0,26.9,8.8,2165,118
45.4,18.6,72.6,58.2,89.5,51.4,7.7,61.5,13.3,9.1,3034,191.2
32.5,16.1,69.1,57.5,88.9,56.9,7.4,56.7,16.0,6.4,2794,175.2
47.8,22.9,58.2,64.9,88.5,41.1,7.4,58.7,19.8,11.2,3108,175.2
36.7,18.6,70.2,62.3,89.6,53.2,7.2,58.6,14.1,8.9,2765,171.2
40.0,32.6,65.2,63.7,85.6,47.9,10.6,65.9,22.1,5.0,2476,157.2
47.1,28.3,64.4,66.3,86.5,39.2,9.2,53.5,19.9,11.3,2410,133.2
42.1,23.7,71.6,71.7,91.4,54.4,6.4,60.2,12.4,4.6,3349,211.1
37.9,20.6,63.9,61.9,91.7,54.7,6.5,61.5,11.4,6.2,3300,205.1
54.8,30.8,67.6,69.0,91.8,43.0,7.8,59.4,15.2,7.8,1717,101.2
41.0,21.4,67.9,42.5,88.6,49.2,10.1,59.4,16.7,8.2,3373,201.1
47.8,20.3,73.3,44.7,84.9,50.9,11.1,54.1,15.7,8.7,3023,185.1
53.0,27.5,70.2,48.5,85.9,52.7,11.9,59.5,18.3,6.0,2853,185.1
46.4,20.8,66.8,66.0,90.4,49.0,6.7,53.9,10.4,8.3,2925,183.1
52.7,21.9,64.4,39.8,90.6,47.6,9.7,52.1,21.9,12.2,2866,161.1
39.4,34.6,69.3,66.5,86.7,40.3,10.6,64.5,21.0,8.2,2533,147.1
37.6,11.3,65.8,55.7,88.2,59.8,6.6,61.8,17.0,8.1,2566,145.1
44.7,25.4,66.9,67.2,88.9,53.4,7.8,61.3,17.3,5.8,3306,215
53.6,25.7,64.8,60.1,87.2,48.3,9.3,58.6,21.0,10.6,2196,129.1
57.7,21.0,65.6,45.4,89.3,54.1,9.1,56.9,21.6,7.4,3061,191
44.4,28.7,60.4,68.4,92.2,47.5,6.9,61.5,16.4,8.4,1950,119.1
41.1,15.2,65.6,48.0,88.2,56.6,7.8,63.7,16.3,6.6,2698,173
44.4,25.7,66.8,70.1,88.4,53.4,7.6,62.4,16.3,7.2,1782,115.1
42.5,23.9,68.5,66.9,88.4,48.1,7.9,55.7,17.3,10.5,2014,113.1
47.6,24.0,63.9,63.8,92.0,49.5,6.9,60.0,12.3,9.5,2659,167
45.6,21.5,62.9,71.3,93.3,51.4,5.1,62.8,12.6,6.7,1687,103.1
36.5,16.2,73.6,49.3,87.7,56.4,8.7,56.8,13.0,6.6,3107,196.2
39.1,19.1,60.9,62.1,88.2,52.0,7.2,55.5,15.4,9.8,3411,196.2
47.5,14.3,65.5,72.5,96.2,50.4,3.3,51.1,6.5,7.4,2421,147
49.7,19.8,64.7,45.6,92.3,56.4,7.5,61.1,15.3,5.1,2793,184.2
48.2,35.7,65.5,80.6,92.4,48.1,6.0,67.6,13.2,3.6,2009,135
41.8,15.3,66.0,60.5,83.2,53.7,8.7,62.5,18.1,8.1,2099,131
41.2,26.8,66.3,56.9,91.0,50.8,8.7,57.0,14.7,5.2,3317,216.1
51.0,23.2,67.7,62.2,90.5,50.9,7.6,60.7,13.4,6.7,1903,121
45.7,32.8,68.5,67.8,90.4,43.9,8.8,58.6,18.9,5.5,1597,107
51.3,30.5,68.4,77.7,91.7,44.9,6.3,59.9,10.5,5.5,3002,210
39.5,26.6,64.7,76.3,90.6,47.0,6.1,60.7,13.7,8.3,2954,174.1
39.6,30.3,68.6,71.9,86.7,44.2,8.8,61.9,17.8,7.3,3409,206
51.5,26.8,62.3,58.2,90.1,51.0,8.6,61.8,17.9,6.2,3274,204
28.6,32.0,72.1,68.4,84.3,38.7,10.6,57.4,23.8,9.3,2502,130.2
44.0,22.7,66.8,74.6,90.1,54.5,6.2,62.9,13.7,6.0,2473,158.1
47.1,23.0,61.4,53.8,88.8,54.1,8.5,61.0,20.0,8.0,3016,190
42.7,31.5,62.9,57.5,88.0,46.4,10.6,63.7,21.0,6.6,2962,186
39.2,27.1,69.2,58.4,89.4,42.7,9.6,59.1,22.9,10.6,2869,176
49.1,22.6,63.4,63.8,86.1,49.0,8.5,56.5,21.2,8.6,2034,114.2
32.9,26.4,64.8,74.7,90.6,40.8,6.4,52.8,12.6,9.0,2406,140.1
56.7,30.1,63.0,62.7,88.5,41.6,9.6,63.3,20.5,6.9,2670,168
46.1,21.8,68.7,70.1,80.4,49.1,9.8,56.7,18.7,10.6,2402,138.1
40.8,28.3,64.9,68.1,84.1,45.4,9.6,59.8,22.7,8.8,2392,136.1
44.5,27.4,66.5,49.3,91.1,51.6,9.8,60.3,16.3,6.2,1640,108.2
49.8,25.9,66.2,69.4,93.4,43.0,6.4,53.6,11.2,8.6,1558,100.2
43.6,27.1,68.7,71.6,90.8,52.2,7.0,63.1,12.6,5.5,2313,150
38.6,30.3,66.8,65.3,86.0,46.8,10.0,62.9,22.2,5.7,2630,169.2
47.6,31.8,65.1,69.3,89.5,43.6,8.5,62.7,16.1,8.0,2900,189.1
38.1,33.6,63.8,73.0,88.6,45.9,8.2,66.9,19.0,6.8,2588,161.2
37.1,27.8,63.9,55.8,82.4,45.8,11.8,56.1,28.7,11.1,1941,114.1
47.6,30.0,62.9,67.8,85.6,41.0,9.4,57.5,22.4,7.7,3116,177.1
39.6,21.6,68.4,57.8,91.4,52.2,7.4,62.3,13.6,5.9,3109,195
40.8,30.0,65.6,66.9,84.8,39.2,9.9,60.1,20.8,10.5,2997,171.1
45.4,22.7,70.7,36.4,87.9,51.2,11.4,56.8,17.6,8.2,3181,191
47.1,33.0,68.4,69.0,88.5,41.3,9.2,57.8,14.7,7.6,2637,169.1
47.5,25.4,70.4,46.2,88.2,53.4,10.8,62.7,18.1,7.1,2855,189
41.4,19.2,66.9,59.1,90.3,50.5,7.1,51.3,13.9,9.4,2412,141.2
48.9,29.4,65.3,73.6,90.6,42.6,7.0,62.8,15.3,5.4,2714,179
53.6,32.1,67.3,68.0,88.8,42.5,9.1,59.6,17.1,6.1,2035,137.2
47.9,26.8,62.7,73.4,93.1,45.1,5.8,59.4,13.5,7.9,2828,175
50.1,28.2,70.4,72.6,84.9,42.6,8.8,58.7,14.4,9.1,2114,135.2
42.3,17.8,72.3,58.3,87.3,54.0,8.4,58.3,13.5,10.0,3101,192.2
51.7,19.5,68.1,61.7,90.4,52.9,6.9,54.7,12.1,9.2,3264,206.1
36.0,21.5,64.0,73.6,86.7,53.1,7.1,54.0,12.6,8.7,2020,129.2
41.4,21.9,63.1,60.4,88.1,52.0,8.0,56.9,20.2,7.9,3036,182.2
38.3,24.5,68.6,69.5,91.3,60.2,6.6,69.6,10.5,3.4,2836,192.1
47.3,16.9,66.4,63.0,92.6,57.0,5.5,63.0,9.8,5.8,1758,121.2
38.3,17.7,70.6,60.3,83.4,52.4,9.5,56.1,19.1,11.2,2667,137.1
41.2,31.6,66.1,63.8,86.3,44.8,10.4,65.4,20.4,7.3,2772,170.2
36.8,16.1,68.1,50.0,89.7,52.9,7.5,54.4,16.6,8.0,3057,186.1
36.4,27.4,63.5,71.4,85.0,44.3,8.6,59.9,20.8,11.3,2679,151
43.4,14.3,67.1,48.3,87.1,60.5,8.2,62.3,18.9,5.7,2603,164.2
50.9,24.7,62.5,55.7,90.7,45.4,8.6,56.6,20.3,10.3,3472,213.2
42.7,17.9,68.3,57.9,88.8,56.8,7.6,59.0,17.3,7.3,2123,131.1
53.2,32.7,64.0,73.9,89.7,44.9,7.6,62.8,13.7,5.6,2828,176.1
31.2,22.5,66.8,75.4,88.0,49.3,6.7,56.0,12.2,8.0,2758,174.1
46.8,27.0,66.4,72.4,92.5,43.7,6.4,58.3,12.6,8.0,3009,186
36.0,22.4,70.9,53.1,87.0,51.3,9.8,51.7,15.6,9.7,2205,137
35.8,26.0,67.6,73.2,91.8,56.5,6.2,62.9,10.8,4.5,2532,180
33.7,29.1,68.8,62.4,87.5,42.0,9.9,57.8,19.3,11.1,1861,103.2
49.5,19.0,65.7,64.2,91.0,53.2,6.3,58.0,12.9,9.0,3029,191.2
37.1,17.3,70.5,57.1,84.4,60.0,9.5,59.9,18.0,6.1,3258,199.1
52.8,24.1,65.8,67.6,90.8,44.1,7.0,53.2,14.6,9.3,2509,154.1
43.5,30.4,68.6,51.5,86.6,47.7,12.1,62.4,26.0,8.3,2793,168
32.8,19.7,68.5,60.7,89.8,56.6,7.3,61.6,13.3,6.2,2856,181.2
36.0,33.4,69.7,70.8,85.0,43.3,10.0,58.7,19.7,5.3,2031,123
38.4,25.1,71.5,59.2,90.7,53.0,8.5,61.8,15.3,5.3,3039,201
40.7,23.9,70.9,64.9,90.1,57.3,7.6,66.7,11.7,5.6,2414,160
44.6,29.9,64.2,73.3,89.8,43.6,7.3,63.1,14.0,6.6,3102,199
36.2,30.6,65.8,76.9,90.5,47.7,6.7,66.7,14.6,8.0,2531,156
45.4,23.2,70.2,64.1,90.5,51.5,7.4,63.2,12.4,7.4,3328,206.2
35.2,21.3,68.2,59.7,86.8,50.6,8.7,60.1,12.7,10.6,2124,128.2
49.4,26.1,64.2,71.1,88.5,48.4,7.4,58.1,17.4,10.7,2984,179.1
48.7,29.0,68.3,68.0,88.7,47.6,8.5,58.2,15.9,7.5,1965,124.2
43.8,29.0,62.3,64.3,91.7,43.5,8.1,61.5,19.0,7.0,3195,198.2
42.4,31.7,68.1,64.8,86.6,43.0,10.3,62.9,19.0,6.8,2478,146
36.9,24.9,63.5,62.0,89.4,52.4,8.0,62.1,14.7,6.9,3043,192.2
48.1,17.0,68.4,62.6,93.3,54.0,5.4,57.3,9.5,7.9,3047,202.1
40.6,28.6,68.3,64.1,90.8,46.3,8.4,62.4,20.7,7.6,1711,107
39.4,24.2,67.6,62.9,85.4,52.8,9.4,55.3,14.8,8.4,2252,140
56.3,26.5,66.8,74.7,94.8,42.1,5.3,58.9,8.4,9.6,1862,116.2
38.3,24.3,67.5,58.5,89.0,49.6,8.9,62.7,17.1,7.5,3288,204
47.8,21.2,65.3,64.7,88.4,47.4,7.5,54.2,11.6,9.3,3006,178.2
33.4,23.7,64.7,69.0,90.7,49.9,6.7,58.0,12.6,9.9,2829,167
47.4,18.6,68.2,59.9,88.9,51.3,7.5,56.4,12.3,10.0,1964,118.1
38.9,20.3,69.8,70.3,86.9,53.1,7.7,62.3,13.4,6.3,2414,149.1
45.3,28.9,56.4,74.5,93.3,41.2,5.9,59.6,14.8,8.0,3000,180.1
34.4,26.4,64.7,74.0,84.4,47.8,8.3,60.8,13.5,4.9,2448,159
39.9,29.7,66.8,70.9,85.6,47.7,9.0,60.2,17.2,8.4,1826,116.1
43.9,24.4,64.0,56.1,87.9,48.5,9.2,57.8,20.9,11.5,2568,147.1
46.4,24.0,68.6,75.9,86.7,47.2,7.3,59.0,10.7,8.6,2793,178.1
40.7,27.6,64.3,71.5,88.6,44.9,7.5,60.4,13.3,6.7,2472,157
42.2,22.5,68.9,58.1,92.2,51.9,7.3,63.2,12.7,6.9,2591,166.2
36.6,21.1,66.6,48.8,88.6,54.6,9.0,61.4,17.0,8.1,2255,133.2
51.5,25.8,64.0,75.6,92.6,47.5,5.6,55.4,11.0,7.6,2355,143.1
39.2,30.5,69.3,69.8,86.2,48.6,9.4,67.2,20.5,5.4,3383,203.1
42.5,31.9,69.1,69.1,89.7,42.9,8.6,61.0,18.1,7.1,2630,170.1
59.7,24.3,70.1,52.2,91.5,53.6,8.5,59.8,12.1,6.2,2241,149
39.2,29.6,64.7,59.5,86.4,44.3,10.6,57.7,22.5,9.0,2819,168.1
41.9,28.0,70.1,65.8,85.7,43.5,9.8,59.9,20.2,7.9,2182,127.2
34.0,24.3,64.2,53.6,85.6,50.8,10.2,57.2,23.5,8.7,2847,162.1
33.7,30.5,64.9,67.4,90.3,46.6,8.2,62.7,16.5,4.9,3180,204.2
46.2,22.5,69.5,63.6,86.8,50.4,8.6,58.0,16.2,8.7,2091,129.1
44.5,31.2,66.3,57.6,84.3,47.8,11.9,65.1,29.0,6.4,2230,129.1
59.3,29.5,62.2,74.0,92.7,41.5,6.3,60.9,12.9,9.0,3057,183.1
42.2,28.3,61.6,76.3,92.1,44.2,5.8,54.1,11.6,10.7,1718,100.1
48.2,29.8,66.4,64.9,85.4,43.6,10.1,58.8,21.4,8.3,3216,181.1
38.2,29.7,67.4,61.4,84.4,52.3,10.9,65.1,22.5,6.9,3376,208.1
56.7,29.2,63.5,61.2,89.2,46.6,9.2,59.9,20.2,7.7,2578,171.2
44.7,26.2,65.2,73.6,91.5,42.5,6.3,60.0,18.1,9.7,2310,135
36.0,33.0,66.9,68.4,88.7,44.3,9.1,65.1,21.1,4.3,2778,169.2
39.7,20.9,68.8,71.3,89.5,52.7,6.6,60.8,12.7,6.8,3072,187
56.3,24.8,63.2,71.2,91.9,45.5,6.2,62.3,13.0,7.4,3219,194.2
50.6,15.1,65.9,70.7,94.8,53.5,4.0,60.2,5.5,6.9,2985,194.2
43.9,19.7,65.1,59.8,84.5,52.7,9.0,56.9,18.6,7.2,2245,140.2
43.1,27.2,64.7,70.6,87.2,47.3,8.1,59.5,19.9,7.1,2756,175.1
44.3,18.6,68.4,53.5,89.7,54.2,7.7,64.6,16.8,7.0,3203,198.1
61.8,29.0,64.1,61.9,90.7,44.1,8.8,61.3,16.5,9.1,2558,163.2
45.1,36.1,64.7,68.4,90.6,45.1,8.9,64.7,16.6,4.9,3196,206
49.1,32.2,68.7,66.8,83.1,45.4,11.1,57.6,18.5,7.8,3014,188.2
50.1,30.0,65.8,74.8,90.7,43.1,7.0,60.7,20.6,6.2,1900,119.1
42.7,30.0,66.7,62.8,84.2,44.3,10.9,60.2,21.9,8.7,3357,186.2
50.1,22.5,63.1,67.1,89.9,51.2,6.9,61.7,18.1,8.3,2217,134.2
41.0,33.1,63.9,72.5,89.2,45.5,8.1,61.0,16.2,6.7,2047,125
47.1,23.3,71.8,46.3,92.3,53.0,8.8,61.5,12.2,6.8,2465,165.1
49.8,28.6,63.9,66.2,89.1,46.4,8.4,57.4,15.3,7.4,3118,198
49.9,29.7,74.0,67.9,84.9,36.5,10.1,53.4,23.0,12.5,2348,123
47.2,28.5,61.9,71.1,88.6,43.7,7.7,53.5,21.9,9.5,3259,188.1
36.0,20.8,65.4,69.1,91.0,50.9,6.2,60.0,12.9,7.4,2636,153.2
33.0,28.0,65.5,70.6,88.1,47.6,8.1,57.2,20.0,11.1,2619,153.2
53.7,30.8,67.5,70.9,92.7,45.0,7.2,62.1,16.5,4.0,2659,176.2
41.6,17.8,62.9,63.1,89.1,55.4,6.7,57.2,14.4,6.9,1990,126.2
44.3,21.9,61.9,70.8,90.9,51.7,6.0,57.9,13.0,7.7,3250,197.2
58.1,26.6,67.3,58.3,88.0,41.1,9.9,53.6,19.0,12.2,2461,147.2
52.0,30.0,61.9,52.7,88.6,39.2,11.4,55.5,23.0,11.6,2793,163
39.6,17.3,73.1,52.5,86.7,55.1,8.9,59.9,13.7,8.7,2086,130.1
49.4,32.0,66.1,80.1,89.3,42.7,6.6,63.1,13.8,5.9,2874,182
34.1,24.8,68.3,70.9,86.1,48.4,8.4,55.0,18.3,10.1,3172,182
48.6,11.2,67.2,48.9,87.3,56.3,7.4,58.1,15.3,8.3,3619,210.2
59.9,29.5,64.7,61.9,90.6,45.9,8.6,55.6,17.5,9.1,3090,180
48.3,20.0,67.8,63.4,90.0,54.4,7.0,58.3,11.5,5.3,1775,118.2
33.6,29.3,69.6,70.4,89.2,46.8,8.1,59.4,15.1,8.4,1772,109
34.6,18.3,76.3,65.4,87.6,57.4,8.1,62.3,13.4,5.5,2953,181.2
42.3,30.3,66.2,71.4,87.0,45.8,8.7,59.2,19.5,5.7,1641,101.1
31.0,14.7,64.3,53.7,90.4,53.4,6.5,53.8,13.2,13.1,2801,172
31.6,31.9,73.2,66.0,85.9,41.9,10.6,59.2,21.8,8.7,1854,107
37.6,26.0,65.2,64.1,87.4,46.7,8.8,57.1,20.5,9.2,2133,128
38.2,30.3,68.3,70.9,86.4,46.3,9.0,62.6,16.2,7.3,2918,177.2
40.1,25.3,66.0,72.3,90.3,43.4,6.7,57.9,12.3,8.2,3118,191
44.6,33.8,60.3,66.0,87.0,45.7,9.7,61.9,20.6,4.2,2927,191
45.6,17.5,69.1,56.7,88.8,54.0,7.6,54.9,15.8,11.3,2552,147
39.0,17.9,72.3,47.5,86.0,60.6,10.0,69.2,12.7,4.1,1729,118.1
36.9,25.8,64.8,68.1,86.5,43.8,8.4,56.9,20.2,11.9,2373,131.2
36.0,32.3,68.0,62.8,83.1,43.8,11.8,61.0,26.1,8.9,3112,179.1
33.7,27.4,72.1,71.4,86.0,45.6,8.9,60.1,16.6,9.8,2349,143
51.6,25.4,71.0,68.6,92.4,42.4,6.9,56.7,12.6,7.7,1754,108.2
51.3,21.4,67.3,68.2,87.9,52.5,7.5,62.8,15.4,6.6,3078,202
44.0,19.7,65.8,64.6,91.5,52.8,6.2,58.8,11.8,8.7,2086,127.2
37.5,22.2,69.3,71.9,87.4,53.2,7.5,61.3,15.5,5.9,1925,112.1
49.9,19.8,64.8,82.2,91.0,45.2,4.5,52.6,6.7,7.9,3286,190.1
38.2,31.6,65.9,74.3,86.7,44.8,8.4,59.4,16.4,7.9,1915,123.2
49.5,19.4,68.6,59.9,93.1,55.2,6.0,61.7,9.1,6.9,1936,129.1
44.5,26.1,62.1,77.3,93.2,48.1,5.1,59.7,10.9,6.4,2828,180.2
45.9,32.7,63.7,67.0,89.2,42.4,9.1,62.5,18.9,6.9,2703,167.1
49.5,25.5,65.0,67.5,91.4,48.4,6.9,57.5,14.7,7.5,2522,154
40.8,21.5,68.2,60.2,87.3,52.3,8.6,58.1,20.5,8.5,1773,102.2
42.7,23.2,66.5,64.9,87.0,51.9,8.3,56.9,16.8,8.6,2900,171
45.9,24.6,65.4,69.6,88.8,49.8,7.4,61.5,12.9,5.7,3252,209
45.6,28.7,66.7,80.8,91.0,45.3,5.7,64.2,12.2,7.6,3216,193.2
42.3,28.1,64.2,70.4,87.8,46.3,8.1,61.4,15.1,8.7,3298,193.2
47.3,30.0,63.9,63.5,87.5,41.4,9.7,54.5,19.9,9.4,2665,155.2
42.7,22.7,68.6,47.4,86.4,53.2,10.5,58.4,20.8,9.1,3035,186
44.6,24.4,61.4,69.8,88.7,49.8,7.1,60.2,15.0,7.0,1965,117.2
40.7,22.2,62.0,48.2,87.6,45.1,9.8,52.4,23.7,15.7,2681,148
49.2,37.8,69.0,52.8,83.6,42.0,15.1,64.6,25.8,5.5,2810,178.1
36.4,22.7,65.6,70.7,89.4,52.2,6.8,59.1,12.2,8.1,2618,159.1
30.0,22.7,74.0,70.3,79.6,52.7,11.1,60.6,18.7,8.7,3437,201
51.4,30.3,63.7,77.6,90.6,44.3,6.4,61.4,13.3,5.9,2860,182
54.2,21.0,66.3,70.1,93.7,50.4,5.2,58.0,9.5,9.7,1966,121.1
42.9,23.4,60.0,57.8,90.5,45.2,7.9,54.7,18.8,10.7,2733,157.1
41.4,31.7,68.1,74.0,85.7,46.5,9.0,61.9,15.3,4.6,2202,138.1
51.4,27.8,66.6,60.5,80.5,41.0,11.7,56.3,18.8,10.4,1815,108
38.0,31.2,68.2,68.7,86.9,45.3,9.4,62.1,16.8,7.6,2753,172.1
47.0,22.4,64.0,78.0,92.9,46.8,4.7,54.7,11.7,11.2,2418,142
43.9,27.3,67.1,72.5,91.5,46.1,6.6,58.9,12.7,9.2,2710,170.1
53.0,19.2,63.3,58.6,91.2,51.7,6.7,60.3,14.9,10.3,2913,176
40.8,30.2,61.5,73.0,92.9,46.4,6.4,59.8,12.8,6.4,2922,181.2
47.7,29.2,66.6,44.9,84.2,44.5,13.6,63.5,27.4,6.6,2159,134.1
37.5,34.8,67.0,66.5,90.1,42.7,9.5,67.7,21.1,3.1,1715,104
50.9,19.3,69.8,44.7,86.8,51.7,9.8,60.4,16.2,8.1,1855,121
41.0,31.5,62.4,60.6,90.7,46.0,9.4,62.8,22.0,6.9,2160,132.1
41.1,21.3,68.0,50.0,86.4,51.3,9.9,62.3,14.9,10.3,2316,149.1
44.6,22.4,65.4,60.9,89.3,52.9,7.8,63.8,15.2,8.1,2890,177.2
38.9,22.5,66.2,62.7,86.2,54.3,8.8,60.1,13.8,8.0,2881,189
43.6,20.0,65.6,68.5,89.5,49.3,6.6,57.2,13.5,7.1,3506,211.2
49.6,31.1,66.4,68.6,86.7,47.2,9.3,64.6,18.5,7.6,2064,124.2
40.6,30.2,64.8,72.3,91.1,44.3,7.2,60.8,18.8,6.9,2424,145.1
42.8,26.0,63.2,67.6,87.0,46.6,8.3,60.8,19.7,7.4,1909,111.1
50.0,22.5,68.3,57.0,90.2,52.3,8.1,55.7,12.7,4.1,1552,100
41.5,25.6,62.1,64.3,88.0,49.7,8.3,58.1,18.7,7.8,3436,200
47.2,27.5,64.0,72.0,89.7,42.4,7.2,56.4,16.1,7.4,2258,137.2
36.5,15.3,75.5,52.5,85.6,53.8,9.3,54.6,12.0,9.9,2031,120.2
38.2,21.9,69.7,64.5,90.4,57.0,7.1,61.4,13.1,5.5,2654,175.1
44.6,31.7,68.1,70.2,92.1,43.6,7.6,63.4,16.5,7.2,1832,115
44.9,33.0,68.2,59.6,85.4,49.7,11.7,63.9,21.2,6.1,1760,109.1
44.7,30.1,65.0,66.7,85.8,46.6,9.6,64.9,19.3,7.2,3336,211
41.2,30.3,65.5,66.2,86.9,43.1,9.5,62.6,15.8,9.4,2226,139.1
50.9,24.8,65.8,76.2,90.3,42.7,6.1,56.6,14.2,9.9,1870,116.2
55.2,29.5,55.7,61.5,85.9,48.3,9.6,60.7,25.1,6.0,1796,111
46.7,24.9,66.6,76.7,90.1,48.7,6.2,61.7,10.6,6.2,2519,163.2
34.1,26.0,65.9,64.1,87.5,54.1,8.7,62.6,19.3,6.3,3055,184.1
40.6,28.4,66.9,64.8,87.3,50.2,9.2,58.6,15.3,7.1,2268,141
53.7,18.2,67.3,64.5,93.3,49.7,5.5,56.2,9.6,10.0,1828,114.2
39.6,12.8,70.0,63.1,87.6,58.7,7.1,60.2,12.3,4.9,2325,156
59.2,31.6,67.7,69.1,89.6,43.7,8.6,62.5,17.6,6.9,3045,197.1
41.1,15.4,63.7,46.9,86.7,58.2,8.4,58.3,18.4,7.6,3003,191.2
51.2,29.0,66.3,66.5,88.6,42.3,8.7,62.7,17.0,7.3,3055,186
40.2,22.4,68.9,64.7,91.8,49.9,6.8,54.8,15.0,9.4,1705,103.1
